recency,frequency,monetary,sessions_last_30d,pages_viewed,cart_additions,last_visit_days,tickets_count,complaints_count,last_ticket_days,cart_abandon_rate,engagement_score,support_frustration,purchase_intensity,avg_order_value,tenure_days,country_Germany,country_India,country_UK,country_USA,device_type_Mobile,device_type_Tablet,churn_prob,actual_churn,risk_segment,predicted_clv,clv_segment,retention_action,save_probability,expected_revenue_saved
78.0,7.0,745.0,17,22,4,32,0,1,37,0.2222222222222222,16.400000000000002,0.7,0.08860759493670886,93.125,94,False,True,False,False,True,False,0.57690495,1,Medium Risk,903.2353282813647,High CLV,Nurture: Product Recommendations,,
40.0,5.0,529.8399999999999,7,21,2,47,2,1,71,0.25,11.600000000000001,1.2999999999999998,0.12195121951219512,88.30666666666666,297,False,False,False,True,True,False,0.044974707,0,Low Risk,623.1027429315286,High CLV,VIP Loyalty Rewards,,
181.0,3.0,411.95,6,22,0,16,0,0,85,0.0,11.200000000000001,0.0,0.016483516483516484,102.9875,196,False,False,False,False,True,False,0.5958378,1,Medium Risk,456.65009720264266,Low CLV,Regular Marketing,,
311.0,1.0,76.87,8,26,2,10,2,0,77,0.2222222222222222,14.000000000000002,0.6,0.003205128205128205,38.435,176,False,False,False,False,False,False,0.99431795,1,High Risk,86.03739630099173,Low CLV,Offer: 10% Coupon,,
205.0,3.0,275.92,8,15,1,47,1,1,78,0.1111111111111111,9.399999999999999,1.0,0.014563106796116505,68.98,200,False,False,True,False,True,False,0.73253024,0,High Risk,312.6368192283418,Low CLV,Offer: 10% Coupon,,
84.0,5.0,502.59000000000003,10,25,2,15,0,2,86,0.18181818181818182,14.4,1.4,0.058823529411764705,83.765,215,False,False,False,True,False,False,0.89761114,1,High Risk,585.3654387978356,High CLV,Critical: 20% Discount + Personal Email,,
281.0,3.0,415.19,9,27,1,23,0,0,71,0.1,14.6,0.0,0.010638297872340425,103.7975,260,False,False,False,True,True,False,0.8534389,1,High Risk,458.40920519930086,Low CLV,Offer: 10% Coupon,,
52.0,5.0,471.52,5,32,6,24,1,1,29,1.0,16.0,1.0,0.09433962264150944,78.58666666666666,308,False,False,True,False,False,False,0.043931276,0,Low Risk,541.3496159007864,High CLV,VIP Loyalty Rewards,,
131.0,4.0,632.48,5,22,2,7,1,0,48,0.3333333333333333,11.200000000000001,0.3,0.030303030303030304,126.49600000000001,183,False,False,False,False,True,False,0.59763,0,Medium Risk,743.2527433310722,High CLV,Nurture: Product Recommendations,,
70.0,6.0,510.1,8,30,1,36,1,1,52,0.1111111111111111,15.399999999999999,1.0,0.08450704225352113,72.87142857142858,182,False,False,False,False,False,False,0.71825457,1,High Risk,539.7088362996994,High CLV,Critical: 20% Discount + Personal Email,,
17.0,7.0,945.37,10,29,6,20,2,1,98,0.5454545454545454,16.8,1.2999999999999998,0.3888888888888889,118.17125,224,False,True,False,False,False,True,0.031117663,0,Low Risk,1109.3319680193113,High CLV,VIP Loyalty Rewards,,
127.0,5.0,401.17,8,27,3,7,1,1,22,0.3333333333333333,14.6,1.0,0.0390625,66.86166666666666,146,True,False,False,False,True,False,0.7785719,1,High Risk,447.6472240005424,Low CLV,Offer: 10% Coupon,,
65.0,4.0,254.2,12,19,2,24,2,1,16,0.15384615384615385,12.800000000000002,1.2999999999999998,0.06060606060606061,50.839999999999996,328,False,False,True,False,True,False,0.9227287,1,High Risk,278.82569192569065,Low CLV,Offer: 10% Coupon,,
27.0,7.0,727.3499999999999,9,23,4,13,0,1,100,0.4,13.600000000000001,0.7,0.25,90.91874999999999,250,False,True,False,False,True,False,0.07815481,0,Low Risk,856.9908848236483,High CLV,VIP Loyalty Rewards,,
193.0,4.0,446.94,10,27,0,13,1,1,96,0.0,14.8,1.0,0.020618556701030927,89.388,292,False,False,True,False,True,False,0.68184906,1,Medium Risk,525.5324302781628,High CLV,Nurture: Product Recommendations,,
18.0,7.0,1056.01,5,17,0,37,2,0,95,0.0,8.8,0.6,0.3684210526315789,132.00125,145,False,True,False,False,True,False,0.17704003,0,Low Risk,1199.9698216097815,High CLV,VIP Loyalty Rewards,,
172.0,4.0,267.79,5,26,1,26,2,1,113,0.16666666666666666,12.6,1.2999999999999998,0.023121387283236993,53.55800000000001,51,False,True,False,False,False,False,0.7874625,1,High Risk,309.7327004992267,Low CLV,Offer: 10% Coupon,,
37.0,7.0,487.32,9,32,1,51,0,1,0,0.1,16.6,0.7,0.18421052631578946,60.915,308,True,False,False,False,True,False,0.07367593,0,Low Risk,526.5384088588776,High CLV,VIP Loyalty Rewards,,
278.0,3.0,107.68,9,27,1,32,3,0,104,0.1,14.6,0.8999999999999999,0.010752688172043012,26.92,275,True,False,False,False,True,False,0.7859368,1,High Risk,109.54140629272864,Low CLV,Offer: 10% Coupon,,
190.0,5.0,820.9000000000001,6,26,0,30,1,1,44,0.0,12.8,1.0,0.02617801047120419,136.8166666666667,73,False,False,False,False,True,False,0.38003793,1,Low Risk,947.6150925100196,High CLV,VIP Loyalty Rewards,,
53.0,5.0,354.11,7,24,9,35,1,0,75,1.125,14.200000000000003,0.3,0.09259259259259259,59.01833333333334,278,False,True,False,False,True,False,0.060026553,1,Low Risk,402.3337827858618,Low CLV,Regular Marketing,,
19.0,8.0,948.8199999999999,12,18,5,23,1,1,54,0.38461538461538464,13.0,1.0,0.4,105.42444444444443,27,True,False,False,False,True,False,0.04647623,0,Low Risk,1203.3092260703636,High CLV,VIP Loyalty Rewards,,
219.0,4.0,295.21999999999997,7,18,3,6,3,1,48,0.375,10.6,1.5999999999999999,0.01818181818181818,59.044,193,False,False,False,True,True,False,0.80550855,1,High Risk,342.1056731430744,Low CLV,Offer: 10% Coupon,,
223.0,5.0,301.26,6,30,1,33,0,1,59,0.14285714285714285,14.6,0.7,0.022321428571428572,50.21,346,False,False,False,True,True,False,0.90165854,1,High Risk,357.91014061265645,Low CLV,Offer: 10% Coupon,,
148.0,4.0,630.29,12,24,3,56,0,1,25,0.23076923076923078,15.000000000000002,0.7,0.026845637583892617,126.05799999999999,21,False,False,False,False,True,False,0.73608214,1,High Risk,751.9059890805346,High CLV,Critical: 20% Discount + Personal Email,,
126.0,5.0,644.51,11,22,4,17,3,1,10,0.3333333333333333,14.000000000000002,1.5999999999999999,0.03937007874015748,107.41833333333334,255,False,False,False,False,True,False,0.73817074,1,High Risk,732.7704271039374,High CLV,Critical: 20% Discount + Personal Email,,
30.0,7.0,917.98,4,31,3,2,2,0,62,0.6,14.6,0.6,0.22580645161290322,114.7475,230,False,True,False,False,True,False,0.0999362,1,Low Risk,1036.2368178046609,High CLV,VIP Loyalty Rewards,,
149.0,6.0,1002.23,9,25,5,17,1,0,14,0.5,14.6,0.3,0.04,143.1757142857143,128,False,True,False,False,True,False,0.84548247,1,High Risk,1218.1683785741839,High CLV,Critical: 20% Discount + Personal Email,,
81.0,6.0,562.25,8,25,3,36,2,0,2,0.3333333333333333,13.799999999999999,0.6,0.07317073170731707,80.32142857142857,58,False,True,False,False,False,False,0.81803656,1,High Risk,656.4297113255274,High CLV,Critical: 20% Discount + Personal Email,,
195.0,4.0,340.69,14,27,3,16,2,0,5,0.2,17.000000000000004,0.6,0.02040816326530612,68.138,207,False,False,False,False,False,False,0.8483436,1,High Risk,404.50784399902653,Low CLV,Offer: 10% Coupon,,
173.0,4.0,402.86,8,28,0,30,3,0,87,0.0,14.400000000000002,0.8999999999999999,0.022988505747126436,80.572,129,False,False,True,False,True,False,0.8473137,1,High Risk,451.9230584062443,Low CLV,Offer: 10% Coupon,,
271.0,3.0,205.87,11,21,4,59,3,0,98,0.3333333333333333,13.600000000000001,0.8999999999999999,0.011029411764705883,51.4675,363,False,False,False,False,True,False,0.8740051,0,High Risk,240.0366554588128,Low CLV,Offer: 10% Coupon,,
123.0,6.0,831.6800000000001,11,25,6,6,2,0,100,0.5,15.600000000000001,0.6,0.04838709677419355,118.81142857142858,265,False,False,True,False,False,False,0.86968017,1,High Risk,976.7171322239806,High CLV,Critical: 20% Discount + Personal Email,,
276.0,5.0,465.98999999999995,4,28,3,44,0,0,34,0.6,13.4,0.0,0.018050541516245487,77.66499999999999,228,False,False,False,True,False,True,0.92018783,0,High Risk,562.4958118108522,High CLV,Critical: 20% Discount + Personal Email,,
28.0,8.0,617.35,9,30,5,53,1,1,103,0.5,16.6,1.0,0.27586206896551724,68.59444444444445,65,False,False,False,True,True,False,0.052350342,0,Low Risk,664.2889563259045,High CLV,VIP Loyalty Rewards,,
6.0,5.0,504.98,7,25,8,36,2,0,91,1.0,14.4,0.6,0.7142857142857143,84.16333333333334,95,False,False,False,True,True,False,0.03587197,0,Low Risk,575.6623058656793,High CLV,VIP Loyalty Rewards,,
68.0,5.0,434.44,9,17,2,28,0,1,113,0.2,10.8,0.7,0.07246376811594203,72.40666666666667,358,False,False,False,True,False,False,0.8750466,1,High Risk,532.6813129961251,High CLV,Critical: 20% Discount + Personal Email,,
197.0,4.0,221.23,6,22,5,36,1,0,33,0.7142857142857143,12.200000000000001,0.3,0.020202020202020204,44.245999999999995,338,False,False,False,True,True,False,0.726623,1,High Risk,275.8641149848375,Low CLV,Offer: 10% Coupon,,
94.0,7.0,470.23,8,21,2,49,0,0,113,0.2222222222222222,12.000000000000002,0.0,0.07368421052631578,58.77875,361,False,True,False,False,False,True,0.84081167,1,High Risk,536.4631653577464,High CLV,Critical: 20% Discount + Personal Email,,
306.0,2.0,274.40000000000003,12,20,1,46,0,0,101,0.07692307692307693,13.0,0.0,0.006514657980456026,91.46666666666668,149,False,False,False,True,False,False,0.77425224,0,High Risk,292.72159731439916,Low CLV,Offer: 10% Coupon,,
198.0,4.0,393.38,5,26,3,15,1,1,21,0.5,13.0,1.0,0.020100502512562814,78.676,264,False,False,False,False,False,False,0.8299363,0,High Risk,433.4510500972594,Low CLV,Offer: 10% Coupon,,
229.0,5.0,569.53,8,23,4,11,3,0,106,0.4444444444444444,13.200000000000003,0.8999999999999999,0.021739130434782608,94.92166666666667,107,False,True,False,False,True,False,0.7020322,1,High Risk,671.5913631121037,High CLV,Critical: 20% Discount + Personal Email,,
255.0,4.0,159.4,5,20,5,2,1,0,40,0.8333333333333334,11.0,0.3,0.015625,31.880000000000003,105,False,False,False,False,True,False,0.89495057,1,High Risk,195.29533902903466,Low CLV,Offer: 10% Coupon,,
119.0,5.0,227.60999999999999,5,22,6,32,1,0,91,1.0,12.0,0.3,0.041666666666666664,37.934999999999995,258,False,False,True,False,False,False,0.8148814,0,High Risk,289.12453256722983,Low CLV,Offer: 10% Coupon,,
184.0,5.0,324.53999999999996,3,31,3,26,0,1,89,0.75,14.200000000000001,0.7,0.02702702702702703,54.089999999999996,140,False,False,False,True,True,False,0.882516,1,High Risk,390.6478398740715,Low CLV,Offer: 10% Coupon,,
144.0,4.0,197.45,5,31,2,37,1,0,39,0.3333333333333333,14.8,0.3,0.027586206896551724,39.489999999999995,38,False,False,False,True,True,False,0.88945234,1,High Risk,221.58933087485136,Low CLV,Offer: 10% Coupon,,
174.0,3.0,392.31,14,23,4,46,3,1,53,0.26666666666666666,15.600000000000001,1.5999999999999999,0.017142857142857144,98.0775,106,False,True,False,False,True,False,0.77575123,0,High Risk,438.9109449919667,Low CLV,Offer: 10% Coupon,,
47.0,8.0,971.16,12,34,0,12,1,2,103,0.0,18.400000000000002,1.7,0.16666666666666666,107.90666666666667,267,False,False,False,False,True,False,0.054608777,1,Low Risk,1110.490095722238,High CLV,VIP Loyalty Rewards,,
250.0,3.0,373.62,8,15,5,28,2,0,8,0.5555555555555556,10.2,0.6,0.01195219123505976,93.405,248,False,False,False,True,True,False,0.6665739,1,Medium Risk,434.43340010028095,Low CLV,Regular Marketing,,
290.0,2.0,86.31,5,24,2,16,2,1,109,0.3333333333333333,12.000000000000002,1.2999999999999998,0.006872852233676976,28.77,297,False,False,True,False,True,False,0.8967094,1,High Risk,91.1840834461281,Low CLV,Offer: 10% Coupon,,
194.0,5.0,567.14,9,33,3,20,2,0,114,0.3,17.400000000000002,0.6,0.02564102564102564,94.52333333333333,345,False,True,False,False,False,False,0.77946,1,High Risk,670.1164472614012,High CLV,Critical: 20% Discount + Personal Email,,
70.0,8.0,708.5600000000001,11,28,2,9,2,2,28,0.16666666666666666,16.0,2.0,0.11267605633802817,78.72888888888889,355,False,False,False,True,True,False,0.75862825,1,High Risk,852.9243426857721,High CLV,Critical: 20% Discount + Personal Email,,
102.0,6.0,587.75,7,27,7,39,0,1,90,0.875,15.000000000000002,0.7,0.05825242718446602,83.96428571428571,237,False,False,False,False,False,False,0.7353727,0,High Risk,670.0814347235289,High CLV,Critical: 20% Discount + Personal Email,,
132.0,4.0,366.83000000000004,8,42,4,7,2,0,116,0.4444444444444444,20.8,0.6,0.03007518796992481,73.36600000000001,188,True,False,False,False,False,True,0.6871675,1,Medium Risk,428.28325639255604,Low CLV,Regular Marketing,,
136.0,5.0,735.3000000000001,11,26,5,58,3,0,38,0.4166666666666667,15.8,0.8999999999999999,0.0364963503649635,122.55000000000001,204,False,True,False,False,False,False,0.7853082,1,High Risk,852.6625858445576,High CLV,Critical: 20% Discount + Personal Email,,
214.0,3.0,324.73,4,25,4,45,0,0,2,0.8,12.4,0.0,0.013953488372093023,81.1825,162,False,True,False,False,False,True,0.9215564,1,High Risk,386.263388262656,Low CLV,Offer: 10% Coupon,,
296.0,2.0,152.88,5,31,3,23,2,1,67,0.5,15.0,1.2999999999999998,0.006734006734006734,50.96,55,False,False,False,False,True,False,0.9486031,1,High Risk,167.02691448101712,Low CLV,Offer: 10% Coupon,,
145.0,7.0,694.25,10,20,2,46,2,2,57,0.18181818181818182,12.4,2.0,0.04794520547945205,86.78125,205,True,False,False,False,False,False,0.7398459,1,High Risk,767.4198555215754,High CLV,Critical: 20% Discount + Personal Email,,
244.0,4.0,541.76,6,33,3,16,3,1,107,0.42857142857142855,16.200000000000003,1.5999999999999999,0.0163265306122449,108.352,203,False,False,True,False,True,False,0.8440276,1,High Risk,616.5572454546461,High CLV,Critical: 20% Discount + Personal Email,,
132.0,6.0,451.91999999999996,4,27,5,15,1,0,51,1.0,13.4,0.3,0.045112781954887216,64.55999999999999,307,False,False,True,False,False,False,0.8017743,1,High Risk,536.1160418731836,High CLV,Critical: 20% Discount + Personal Email,,
32.0,7.0,591.9,7,25,1,45,2,1,11,0.125,13.0,1.2999999999999998,0.21212121212121213,73.9875,24,False,False,True,False,True,False,0.050094694,0,Low Risk,678.826519535734,High CLV,VIP Loyalty Rewards,,
224.0,5.0,374.07000000000005,8,21,2,37,0,0,40,0.2222222222222222,12.000000000000002,0.0,0.022222222222222223,62.345000000000006,178,False,False,False,False,False,False,0.72419995,1,High Risk,432.7554596164116,Low CLV,Offer: 10% Coupon,,
63.0,6.0,541.53,5,22,4,34,3,2,88,0.6666666666666666,11.600000000000001,2.3,0.09375,77.36142857142856,298,False,False,False,False,True,False,0.8947022,1,High Risk,600.2242616959915,High CLV,Critical: 20% Discount + Personal Email,,
243.0,4.0,377.86,11,21,1,13,0,1,4,0.08333333333333333,13.0,0.7,0.01639344262295082,75.572,102,False,False,False,False,True,False,0.9709896,1,High Risk,433.76383897003774,Low CLV,Offer: 10% Coupon,,
57.0,9.0,802.41,13,36,3,47,1,0,47,0.21428571428571427,20.200000000000003,0.3,0.15517241379310345,80.241,89,False,True,False,False,False,False,0.2970181,0,Low Risk,857.2474319638405,High CLV,VIP Loyalty Rewards,,
134.0,5.0,501.40000000000003,5,28,3,45,2,0,34,0.5,13.8,0.6,0.037037037037037035,83.56666666666668,11,False,False,True,False,True,False,0.79020315,1,High Risk,582.1799791612702,High CLV,Critical: 20% Discount + Personal Email,,
72.0,6.0,610.22,11,27,6,29,1,1,70,0.5,16.400000000000002,1.0,0.0821917808219178,87.17428571428572,329,False,True,False,False,False,False,0.68701327,0,Medium Risk,744.7474667389918,High CLV,Nurture: Product Recommendations,,
80.0,5.0,847.91,8,30,2,0,0,0,45,0.2222222222222222,15.6,0.0,0.06172839506172839,141.31833333333333,224,False,False,False,False,True,False,0.58334064,1,Medium Risk,1001.1006547779376,High CLV,Nurture: Product Recommendations,,
1.0,7.0,599.8299999999999,3,25,2,17,2,0,72,0.5,11.6,0.6,3.5,74.97874999999999,31,False,False,False,True,True,False,0.37291974,0,Low Risk,677.4020208131443,High CLV,VIP Loyalty Rewards,,
272.0,4.0,300.7,13,27,2,6,0,1,115,0.14285714285714285,16.4,0.7,0.014652014652014652,60.14,107,False,True,False,False,False,False,0.91961616,1,High Risk,372.2574792851638,Low CLV,Offer: 10% Coupon,,
347.0,1.0,122.55,6,27,3,0,1,0,113,0.42857142857142855,13.8,0.3,0.0028735632183908046,61.275,82,False,False,False,True,True,False,0.96136504,1,High Risk,157.18915065691826,Low CLV,Offer: 10% Coupon,,
313.0,2.0,197.19,8,31,4,45,1,0,108,0.4444444444444444,16.400000000000002,0.3,0.006369426751592357,65.73,219,True,False,False,False,True,False,0.53662795,1,Medium Risk,239.91177696119172,Low CLV,Regular Marketing,,
156.0,3.0,381.53999999999996,8,25,5,12,2,1,116,0.5555555555555556,14.2,1.2999999999999998,0.01910828025477707,95.38499999999999,352,False,False,True,False,False,True,0.79383874,1,High Risk,437.6148076378728,Low CLV,Offer: 10% Coupon,,
121.0,5.0,402.59,12,29,3,26,3,0,101,0.23076923076923078,17.000000000000004,0.8999999999999999,0.040983606557377046,67.09833333333333,202,False,False,True,False,True,False,0.6325623,0,Medium Risk,444.0129590410646,Low CLV,Regular Marketing,,
31.0,6.0,628.03,12,28,2,27,2,1,42,0.15384615384615385,16.4,1.2999999999999998,0.1875,89.71857142857142,213,False,False,False,False,False,False,0.03991432,1,Low Risk,709.551072046037,High CLV,VIP Loyalty Rewards,,
245.0,4.0,519.7700000000001,10,26,1,10,2,2,86,0.09090909090909091,14.6,2.0,0.016260162601626018,103.95400000000002,16,False,False,True,False,False,False,0.9295259,1,High Risk,573.0241163729394,High CLV,Critical: 20% Discount + Personal Email,,
227.0,2.0,138.51,15,30,0,37,2,1,2,0.0,18.0,1.2999999999999998,0.008771929824561403,46.169999999999995,353,False,False,False,False,True,False,0.857606,0,High Risk,147.61140356338262,Low CLV,Offer: 10% Coupon,,
205.0,3.0,200.69,14,25,4,4,2,1,95,0.26666666666666666,16.400000000000002,1.2999999999999998,0.014563106796116505,50.1725,166,False,False,False,True,True,False,0.86334676,1,High Risk,233.69264290824998,Low CLV,Offer: 10% Coupon,,
281.0,3.0,287.24,10,20,4,57,1,1,51,0.36363636363636365,12.8,1.0,0.010638297872340425,71.81,257,False,True,False,False,False,False,0.47938552,0,Medium Risk,305.175809547378,Low CLV,Regular Marketing,,
210.0,3.0,353.63,5,32,4,13,3,1,114,0.6666666666666666,15.600000000000001,1.5999999999999999,0.014218009478672985,88.4075,312,True,False,False,False,True,False,0.71410125,1,High Risk,401.94088699778405,Low CLV,Offer: 10% Coupon,,
249.0,2.0,301.78999999999996,6,30,2,47,1,0,21,0.2857142857142857,14.8,0.3,0.008,100.59666666666665,280,True,False,False,False,True,False,0.79505247,1,High Risk,363.375626223178,Low CLV,Offer: 10% Coupon,,
152.0,4.0,461.59999999999997,10,28,2,7,2,1,13,0.18181818181818182,15.600000000000001,1.2999999999999998,0.026143790849673203,92.32,179,True,False,False,False,False,True,0.75159216,0,High Risk,531.0746591917615,High CLV,Critical: 20% Discount + Personal Email,,
52.0,6.0,693.13,14,32,5,1,1,0,15,0.3333333333333333,19.400000000000002,0.3,0.11320754716981132,99.01857142857143,225,False,False,False,False,True,False,0.16875364,1,Low Risk,800.9378435954086,High CLV,VIP Loyalty Rewards,,
61.0,5.0,485.8,10,39,2,15,4,0,73,0.18181818181818182,20.0,1.2,0.08064516129032258,80.96666666666667,220,False,True,False,False,False,False,0.7338408,1,High Risk,548.4859359032865,High CLV,Critical: 20% Discount + Personal Email,,
139.0,5.0,841.74,4,23,3,55,1,0,104,0.6,11.4,0.3,0.03571428571428571,140.29,363,False,True,False,False,True,False,0.8488625,0,High Risk,1033.7070256877453,High CLV,Critical: 20% Discount + Personal Email,,
71.0,5.0,434.52,7,19,1,2,1,0,96,0.125,10.6,0.3,0.06944444444444445,72.42,230,True,False,False,False,True,False,0.5016017,1,Medium Risk,518.5537214415798,High CLV,Nurture: Product Recommendations,,
35.0,7.0,427.09000000000003,5,26,5,27,2,1,22,0.8333333333333334,13.4,1.2999999999999998,0.19444444444444445,53.386250000000004,170,False,True,False,False,False,False,0.08698007,1,Low Risk,513.8112712735974,High CLV,VIP Loyalty Rewards,,
29.0,6.0,516.88,10,24,1,30,0,0,95,0.09090909090909091,13.8,0.0,0.2,73.84,78,False,False,False,False,False,False,0.08977222,0,Low Risk,555.2586341077574,High CLV,VIP Loyalty Rewards,,
249.0,4.0,379.18,13,18,4,19,3,1,77,0.2857142857142857,13.200000000000001,1.5999999999999999,0.016,75.836,229,False,False,True,False,False,True,0.9317523,1,High Risk,434.08325187597796,Low CLV,Offer: 10% Coupon,,
60.0,6.0,840.76,13,31,3,37,2,0,66,0.21428571428571427,18.200000000000003,0.6,0.09836065573770492,120.10857142857142,149,True,False,False,False,False,True,0.6241468,0,Medium Risk,1022.737439611044,High CLV,Nurture: Product Recommendations,,
272.0,2.0,259.5,2,31,4,29,1,1,19,1.3333333333333333,14.000000000000002,1.0,0.007326007326007326,86.5,361,False,True,False,False,True,False,0.96696335,1,High Risk,331.71474008585267,Low CLV,Offer: 10% Coupon,,
167.0,4.0,231.75,6,23,5,6,1,0,67,0.7142857142857143,12.600000000000001,0.3,0.023809523809523808,46.35,180,True,False,False,False,True,False,0.69549626,1,Medium Risk,268.8189666635764,Low CLV,Regular Marketing,,
47.0,6.0,398.16,11,31,0,28,2,0,57,0.0,16.8,0.6,0.125,56.88,12,False,False,False,False,False,True,0.118524924,0,Low Risk,493.1538672724266,Low CLV,Regular Marketing,,
214.0,4.0,296.42,10,29,4,57,4,1,103,0.36363636363636365,16.400000000000002,1.9,0.018604651162790697,59.284000000000006,320,True,False,False,False,True,False,0.59249735,0,Medium Risk,331.7609890994751,Low CLV,Regular Marketing,,
14.0,6.0,608.35,7,21,2,55,0,0,31,0.25,11.600000000000001,0.0,0.4,86.90714285714286,5,True,False,False,False,True,False,0.10174903,0,Low Risk,710.9995355119797,High CLV,VIP Loyalty Rewards,,
19.0,5.0,732.51,12,26,4,49,1,0,68,0.3076923076923077,16.0,0.3,0.25,122.085,265,False,False,True,False,False,False,0.048789993,0,Low Risk,809.1233091982608,High CLV,VIP Loyalty Rewards,,
125.0,4.0,308.7,10,27,2,25,1,2,86,0.18181818181818182,15.200000000000001,1.7,0.031746031746031744,61.739999999999995,214,False,True,False,False,False,True,0.84571356,1,High Risk,363.9295273321755,Low CLV,Offer: 10% Coupon,,
218.0,4.0,761.78,7,26,2,8,4,1,92,0.25,13.600000000000001,1.9,0.0182648401826484,152.356,108,False,False,True,False,True,False,0.48279104,1,Medium Risk,839.8040526063363,High CLV,Nurture: Product Recommendations,,
67.0,6.0,626.61,8,27,1,7,1,0,23,0.1111111111111111,14.2,0.3,0.08823529411764706,89.51571428571428,305,False,False,False,False,True,False,0.54495525,0,Medium Risk,737.753107981735,High CLV,Nurture: Product Recommendations,,
242.0,4.0,239.34,9,27,1,51,1,0,83,0.1,14.6,0.3,0.01646090534979424,47.868,213,True,False,False,False,False,False,0.87418777,1,High Risk,281.5280613955724,Low CLV,Offer: 10% Coupon,,
110.0,5.0,652.22,9,20,0,14,0,0,75,0.0,11.6,0.0,0.04504504504504504,108.70333333333333,270,False,False,False,False,True,False,0.5122387,1,Medium Risk,777.733157050863,High CLV,Nurture: Product Recommendations,,
201.0,3.0,206.69,15,23,3,38,2,0,52,0.1875,15.8,0.6,0.01485148514851485,51.6725,146,False,False,False,False,True,False,0.9147262,0,High Risk,229.78280892686152,Low CLV,Offer: 10% Coupon,,
209.0,2.0,238.91,4,24,4,33,0,0,106,0.8,12.000000000000002,0.0,0.009523809523809525,79.63666666666667,228,False,False,False,True,True,False,0.91225904,0,High Risk,280.77112455055516,Low CLV,Offer: 10% Coupon,,
197.0,4.0,430.31,4,29,2,8,2,0,46,0.4,13.600000000000001,0.6,0.020202020202020204,86.062,323,False,False,True,False,True,False,0.7679352,0,High Risk,530.2475653175541,High CLV,Critical: 20% Discount + Personal Email,,
26.0,8.0,652.96,9,23,3,36,0,0,6,0.3,13.4,0.0,0.2962962962962963,72.55111111111111,20,False,False,False,True,True,False,0.046950385,0,Low Risk,774.997077841864,High CLV,VIP Loyalty Rewards,,
138.0,4.0,200.44,8,28,1,35,2,1,78,0.1111111111111111,14.600000000000001,1.2999999999999998,0.02877697841726619,40.088,340,False,False,True,False,True,False,0.83327955,0,High Risk,235.24530007144807,Low CLV,Offer: 10% Coupon,,
216.0,4.0,368.43,4,25,6,20,0,1,12,1.2,12.8,0.7,0.018433179723502304,73.686,104,True,False,False,False,False,False,0.9475351,0,High Risk,432.10024727811737,Low CLV,Offer: 10% Coupon,,
209.0,3.0,302.01,13,25,2,40,3,1,74,0.14285714285714285,15.6,1.5999999999999999,0.014285714285714285,75.5025,131,False,False,False,True,True,False,0.96526796,1,High Risk,356.8355389706077,Low CLV,Offer: 10% Coupon,,
